Observation URI,refArea,Percentage of cases out of national total ,structure,Existence of chronic diseases - Hypertension,Existence of chronic diseases - does not exist,Town,Nb of Covid-19 cases,Existence of chronic diseases - Cardiovascular disease ,dataset,Existence of chronic diseases - Diabetes 
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Hazmiyah,Baabda_District,3.6e-01,nan,0,0,Hazmiyah,3832,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Hazmiyet-Miniyeh,MiniyehâDanniyeh_District,0e+00,nan,1,0,Hazmiyet-Miniyeh,1,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Hdeine,Byblos_District,0e+00,nan,1,0,Hdeine,39,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Hebbariyeh,Hasbaya_District,2e-02,nan,1,0,Hebbariyeh,224,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Hedd,Akkar_Governorate,0e+00,nan,1,0,Hedd,0,0,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Helouet+Rachaya,Beqaa_Governorate,0e+00,nan,1,0,Helouet Rachaya,1,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Henniyeh,Tyre_District,0e+00,nan,0,0,Henniyeh,0,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Heri,Batroun_District,1e-02,nan,1,0,Heri,63,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Hermel,Hermel_District,2.5e-01,nan,1,0,Hermel,2598,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Hidab,South_Governorate,0e+00,nan,1,0,Hidab,4,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Hilan,Zgharta_District,0e+00,nan,1,0,Hilan,2,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Himlaya,Matn_District,5e-02,nan,0,0,Himlaya,493,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Hizzine,Baalbek-Hermel_Governorate,2e-02,nan,1,0,Hizzine,160,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Hjoula,Byblos_District,0e+00,nan,1,0,Hjoula,13,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Hlaliyeh+,Baabda_District,0e+00,nan,1,0,Hlaliyeh ,49,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Hlaliyeh+Saida,Sidon_District,2e-02,nan,1,0,Hlaliyeh Saida,185,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Hmaireh+Aakkar,Akkar_Governorate,0e+00,nan,1,0,Hmaireh Aakkar,11,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Hmairi+Sour,Tyre_District,0e+00,nan,0,0,Hmairi Sour,0,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Hocheb,Akkar_Governorate,0e+00,nan,1,0,Hocheb,0,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Homsiyeh,South_Governorate,0e+00,nan,0,0,Homsiyeh,11,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Houaich,Akkar_Governorate,1e-02,nan,1,0,Houaich,109,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Houla,Marjeyoun_District,8e-02,nan,0,0,Houla,802,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Houmine+El-Faouqa,Nabatieh_Governorate,1e-02,nan,1,0,Houmine El-Faouqa,98,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Houmine+Et-Tahta,Nabatieh_Governorate,3e-02,nan,1,0,Houmine Et-Tahta,293,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Howara,MiniyehâDanniyeh_District,0e+00,nan,1,0,Howara,13,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Hrajel,Keserwan_District,6e-02,nan,0,0,Hrajel,614,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Hrar,Akkar_Governorate,2e-02,nan,1,0,Hrar,172,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Hsarat,Byblos_District,2e-02,nan,1,0,Hsarat,192,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Hsayn,Keserwan_District,0e+00,nan,1,0,Hsayn,42,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Hsoun,Byblos_District,0e+00,nan,0,0,Hsoun,25,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Iaat,Baalbek-Hermel_Governorate,4e-02,nan,1,0,Iaat,384,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Ibl+Es-Saqi,Marjeyoun_District,3e-02,nan,1,0,Ibl Es-Saqi,304,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Idbil,Akkar_Governorate,0e+00,nan,1,0,Idbil,9,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Ighmid,Aley_District,1e-02,nan,1,0,Ighmid,74,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Ijbaa,Zgharta_District,0e+00,nan,1,0,Ijbaa,1,0,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Ijdaabrine,North_Governorate,1e-02,nan,1,0,Ijdaabrine,56,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Ilat,Akkar_Governorate,1e-02,nan,1,0,Ilat,71,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Insariyeh,Sidon_District,8e-02,nan,1,0,Insariyeh,830,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Izal,MiniyehâDanniyeh_District,1e-02,nan,0,0,Izal,125,0,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Jaaita,Keserwan_District,1.5e-01,nan,1,0,Jaaita,1605,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Jadra,Mount_Lebanon_Governorate,8e-02,nan,1,0,Jadra,803,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Jahliyeh,Mount_Lebanon_Governorate,3e-02,nan,0,0,Jahliyeh,359,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Jaj,Byblos_District,1e-02,nan,1,0,Jaj,63,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Jall+Ed-Dib,Matn_District,3.5e-01,nan,1,0,Jall Ed-Dib,3669,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Janneh+Mar+Sarkis,Byblos_District,0e+00,nan,0,0,Janneh Mar Sarkis,0,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Jarbata,Batroun_District,0e+00,nan,1,0,Jarbata,15,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Jarjouaa,Nabatieh_Governorate,1e-02,nan,1,0,Jarjouaa,135,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Jarmaq,South_Governorate,0e+00,nan,1,0,Jarmaq,16,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Jbaa+En-Nabatiyeh,Mount_Lebanon_Governorate,1e-02,nan,1,0,Jbaa En-Nabatiyeh,121,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Jbaa+En-Nabatiyeh-Ein-Boswar,Nabatieh_Governorate,3e-02,nan,1,0,Jbaa En-Nabatiyeh-Ein-Boswar,277,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Jbal+El-Botm,Tyre_District,3e-02,nan,1,0,Jbal El-Botm,340,0,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Jbeil,Byblos_District,4.9e-01,nan,1,0,Jbeil,5186,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Jbouleh,Baalbek-Hermel_Governorate,0e+00,nan,1,0,Jbouleh,37,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Jdaidet+Ghazir,Keserwan_District,1e-02,nan,1,0,Jdaidet Ghazir,130,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Jdaidet+Marjaayoun,Marjeyoun_District,1e-02,nan,1,0,Jdaidet Marjaayoun,153,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Jdeidet+Ech-Chouf,Mount_Lebanon_Governorate,1.6e-01,nan,1,0,Jdeidet Ech-Chouf,1669,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Jdidet+Ej-Joumeh,Akkar_Governorate,0e+00,nan,1,0,Jdidet Ej-Joumeh,12,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Jdita,ZahlÃ©_District,1e-01,nan,1,0,Jdita,1067,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Jebrayel,Akkar_Governorate,1e-02,nan,1,0,Jebrayel,107,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Jenjlaya,Sidon_District,0e+00,nan,1,0,Jenjlaya,1,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Jennata,Tyre_District,0e+00,nan,0,0,Jennata,6,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Jensnaya,South_Governorate,1e-02,nan,1,0,Jensnaya,67,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Jenta,Baalbek-Hermel_Governorate,0e+00,nan,1,0,Jenta,0,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Jeoddayel+Jbeil,Byblos_District,2e-02,nan,1,0,Jeoddayel Jbeil,218,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Jermanya,Akkar_Governorate,0e+00,nan,1,0,Jermanya,0,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Jernaya,South_Governorate,0e+00,nan,0,1,Jernaya,21,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Jezzine-Ain+Majdelin,South_Governorate,7e-02,nan,1,0,Jezzine-Ain Majdelin,750,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Jibchit,Nabatieh_Governorate,1e-01,nan,1,1,Jibchit,1050,0,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Jiyeh,Mount_Lebanon_Governorate,1.5e-01,nan,1,0,Jiyeh,1597,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Jmailiyeh,Mount_Lebanon_Governorate,0e+00,nan,1,0,Jmailiyeh,0,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Jouaiya,Tyre_District,1.4e-01,nan,1,0,Jouaiya,1486,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Jouar+El-Haouz,Baabda_District,0e+00,nan,1,0,Jouar El-Haouz,25,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Joubb+Jannine,Western_Beqaa_District,9e-02,nan,1,0,Joubb Jannine,984,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Joun,Mount_Lebanon_Governorate,5e-02,nan,0,0,Joun,571,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Jounie+,Keserwan_District,6.7e-01,nan,0,0,Jounie ,7104,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Jouret+Arsoun,Baabda_District,0e+00,nan,1,0,Jouret Arsoun,2,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Jouret+Bedrane,Keserwan_District,0e+00,nan,1,0,Jouret Bedrane,17,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Jouret+E-Tourmos,Keserwan_District,0e+00,nan,1,0,Jouret E-Tourmos,25,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Jouret+El-Ballout,Matn_District,3e-02,nan,1,0,Jouret El-Ballout,332,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kafr,Byblos_District,0e+00,nan,1,0,Kafr,30,0,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kafr+Harra,Akkar_Governorate,0e+00,nan,1,0,Kafr Harra,7,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kafr+Hatna,Batroun_District,0e+00,nan,0,0,Kafr Hatna,4,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kafr+Jarrah,South_Governorate,2e-02,nan,1,0,Kafr Jarrah,182,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kafr+Saroun,North_Governorate,2e-02,nan,1,0,Kafr Saroun,205,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kafr+horra,Zgharta_District,0e+00,nan,1,0,Kafr horra,0,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kafra+Bent+Jbeil,Bint_Jbeil_District,5e-02,nan,1,0,Kafra Bent Jbeil,571,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kafraiya+West+Bekaa,Western_Beqaa_District,0e+00,nan,1,0,Kafraiya West Bekaa,12,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kafraya+El-Koura,North_Governorate,2e-02,nan,1,0,Kafraya El-Koura,236,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kafrkida,Byblos_District,0e+00,nan,0,1,Kafrkida,0,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kafrnoun,Akkar_Governorate,0e+00,nan,1,0,Kafrnoun,0,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kafrya,Sidon_District,0e+00,nan,1,0,Kafrya,8,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kaftoun,North_Governorate,1e-02,nan,1,0,Kaftoun,57,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kahef+Maloul,MiniyehâDanniyeh_District,0e+00,nan,1,0,Kahef Maloul,19,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kahhaleh,Aley_District,1.3e-01,nan,1,0,Kahhaleh,1376,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kahlouniet+Ech-Chouf,Mount_Lebanon_Governorate,0e+00,nan,1,0,Kahlouniet Ech-Chouf,2,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kamed+El-Laouz,Western_Beqaa_District,8e-02,nan,1,0,Kamed El-Laouz,863,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kaoukaba+Bou+Arab,Beqaa_Governorate,1e-02,nan,1,0,Kaoukaba Bou Arab,100,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kaoukaba+Hasbaiya,Hasbaya_District,0e+00,nan,1,0,Kaoukaba Hasbaiya,24,0,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kaoutariyet+Es-Siyad,Sidon_District,5e-02,nan,1,0,Kaoutariyet Es-Siyad,495,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Karkha,South_Governorate,0e+00,nan,0,0,Karkha,16,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Karm+El-Mohr,MiniyehâDanniyeh_District,0e+00,nan,1,0,Karm El-Mohr,3,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Karm+Saddeh,Zgharta_District,2e-02,nan,1,0,Karm Saddeh,175,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Karm+Zebdine,Akkar_Governorate,0e+00,nan,0,1,Karm Zebdine,0,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Ketermaya,Mount_Lebanon_Governorate,9e-02,nan,1,0,Ketermaya,994,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Keyfoun,Aley_District,4e-02,nan,1,0,Keyfoun,427,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Aabida,Batroun_District,4e-02,nan,1,0,Kfar Aabida,411,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Aamay,Aley_District,0e+00,nan,1,0,Kfar Aamay,1,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Aaqab,Matn_District,0e+00,nan,1,0,Kfar Aaqab,29,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Aaqqa,North_Governorate,6e-02,nan,1,0,Kfar Aaqqa,670,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Baal,Byblos_District,1e-02,nan,1,0,Kfar Baal,69,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Beit,Sidon_District,1e-02,nan,1,0,Kfar Beit,71,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Bibnine,MiniyehâDanniyeh_District,0e+00,nan,1,0,Kfar Bibnine,33,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Chellal,Sidon_District,0e+00,nan,1,0,Kfar Chellal,12,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Chellane,MiniyehâDanniyeh_District,1e-02,nan,1,0,Kfar Chellane,104,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Chima,Baabda_District,2e-01,nan,1,0,Kfar Chima,2064,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Chouba,Hasbaya_District,1e-02,nan,1,0,Kfar Chouba,151,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Dane,Baalbek-Hermel_Governorate,1e-02,nan,1,0,Kfar Dane,146,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Denis,Beqaa_Governorate,1e-02,nan,1,0,Kfar Denis,152,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Dibiane,Keserwan_District,4e-02,nan,1,0,Kfar Dibiane,370,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Dounine,Bint_Jbeil_District,3e-02,nan,1,0,Kfar Dounine,286,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Falous,South_Governorate,0e+00,nan,1,0,Kfar Falous,17,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Faqoud,Mount_Lebanon_Governorate,0e+00,nan,1,0,Kfar Faqoud,19,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Habou,MiniyehâDanniyeh_District,4e-02,nan,1,0,Kfar Habou,418,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Hamam,Hasbaya_District,1e-02,nan,1,0,Kfar Hamam,99,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Hatta+Saida,Sidon_District,4e-02,nan,1,0,Kfar Hatta Saida,465,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Hay,Batroun_District,0e+00,nan,1,0,Kfar Hay,49,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Hazir,North_Governorate,3e-02,nan,1,0,Kfar Hazir,369,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Heam,Mount_Lebanon_Governorate,5e-02,nan,0,0,Kfar Heam,554,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Hilda,Batroun_District,1e-02,nan,1,0,Kfar Hilda,60,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Houneh,South_Governorate,1e-02,nan,1,0,Kfar Houneh,126,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Jreif,Keserwan_District,1e-02,nan,1,0,Kfar Jreif,86,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Kila,Marjeyoun_District,8e-02,nan,1,0,Kfar Kila,888,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Matta,Aley_District,4e-02,nan,1,0,Kfar Matta,409,0,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Melki+Saida,Sidon_District,4e-02,nan,1,0,Kfar Melki Saida,423,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Nabrakh,Mount_Lebanon_Governorate,3e-02,nan,1,0,Kfar Nabrakh,290,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Niss,Mount_Lebanon_Governorate,0e+00,nan,0,0,Kfar Niss,13,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Qatra,Mount_Lebanon_Governorate,0e+00,nan,0,0,Kfar Qatra,45,0,Health_Status-Lebanon-2023,0
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Qouq,Beqaa_Governorate,1e-02,nan,1,0,Kfar Qouq,154,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Roummane,Nabatieh_Governorate,1.1e-01,nan,1,0,Kfar Roummane,1122,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Selouane,Baabda_District,2e-02,nan,1,0,Kfar Selouane,207,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Sir,Nabatieh_Governorate,1e-01,nan,1,0,Kfar Sir,1071,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Tay+El-Matn,Matn_District,0e+00,nan,1,0,Kfar Tay El-Matn,0,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+Tibnit,Nabatieh_Governorate,5e-02,nan,1,0,Kfar Tibnit,534,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfar+michki,Beqaa_Governorate,0e+00,nan,1,0,Kfar michki,1,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfardlaqous,Zgharta_District,4e-02,nan,1,0,Kfardlaqous,381,1,Health_Status-Lebanon-2023,1
http://linked.aub.edu.lb/CODEC/Lebanon/observation/Health_Status-Kfarfila,Nabatieh_Governorate,1e-02,nan,1,0,Kfarfila,156,1,Health_Status-Lebanon-2023,1
